4,2023-09-29 17:35:54,None,1,1.0,2
5,2023-09-29 17:35:54,None,1,1.0,3
6,2023-09-29 17:35:54,None,1,1.0,4
7,2023-09-29 17:35:54,None,1,1.0,5
8,2023-09-29 17:35:54,None,1,1.0,6
9,2023-09-29 17:35:54,None,2,2.0,36
10,2023-09-29 17:35:54,None,1,1.0,2
11,2023-09-29 17:35:54,None,1,1.0,3
12,2023-09-29 17:35:54,None,1,1.0,10
13,2023-09-29 17:35:54,None,1,1.0,11
14,2023-09-29 17:35:54,None,1,1.0,12
15,2023-09-29 17:35:54,None,1,1.0,13
16,2023-09-29 17:35:54,None,1,1.0,14
17,2023-09-29 17:35:54,None,1,1.0,15
18,2023-09-29 17:35:54,None,1,1.0,16
19,2023-09-29 17:35:54,None,1,1.0,17
20,2023-09-29 17:35:54,None,1,1.0,18
21,2023-09-29 17:35:54,None,1,1.0,19
22,2023-09-29 17:35:54,None,1,1.0,20
23,2023-09-29 17:35:54,None,1,1.0,21
24,2023-09-29 17:35:54,None,1,1.0,22
25,2023-09-29 17:35:54,None,1,1.0,23
26,2023-09-29 17:35:54,None,1,1.0,24
27,2023-09-29 17:35:54,None,1,1.0,25
28,2023-09-29 17:35:54,None,1,1.0,26
29,2023-09-29 17:35:54,None,1,1.0,27
30,2023-09-29 17:35:54,None,1,1.0,28
31,2023-09-29 17:35:54,None,1,1.0,29
32,2023-09-29 17:35:54,None,1,1.0,30
33,2023-09-29 17:35:54,None,1,1.0,31
34,2023-09-29 17:35:54,None,1,1.0,32
35,2023-09-29 17:35:54,None,1,1.0,33
36,2023-09-29 17:35:54,None,1,1.0,34
37,2023-09-29 17:35:54,None,1,1.0,35
38,2023-09-29 17:35:54,None,1,1.0,36
39,2023-09-29 17:35:54,None,1,1.0,37
40,2023-09-29 17:35:54,None,1,1.0,38
42,2023-09-29 17:35:54,None,1,1.0,40
43,2023-09-29 17:35:54,None,1,1.0,9
44,2023-09-29 17:35:54,None,1,1.0,8
45,2023-09-29 17:35:54,None,1,100.0,41
46,2023-09-29 17:35:54,None,1,100.0,42
47,2023-09-29 17:35:55,None,1,100.0,43
48,2023-09-29 17:35:55,None,1,100.0,44
49,2023-09-29 17:35:55,None,1,100.0,45
50,2023-09-29 17:35:55,None,1,100.0,46
51,2023-09-29 17:35:55,None,1,100.0,47
