1,2023-03-06 16:04:53,23,3,3,1,7,30
9,2023-03-06 17:05:04,21,3,1,1,3,0
12,2023-03-07 14:41:43,21,3,1,1,2,0
13,2023-03-07 17:54:15,36,3,2,1,4,0
14,2023-03-07 17:54:57,23,3,3,1,4,0
15,2023-03-07 17:55:06,36,10,1,1,4,0
16,2023-03-07 18:18:42,51,15,2,1,16,0
17,2023-03-07 18:48:27,9,3,1,1,1,0
18,2023-03-07 18:52:39,27,3,2,1,5,30
19,2023-03-07 18:53:47,6,15,1,1,4,0
20,2023-03-07 18:54:10,6,18,5,1,8,0
21,2023-03-07 18:54:40,6,15,1,1,4,0
22,2023-03-07 18:57:30,4,15,2,1,4,0
23,2023-03-08 05:41:31,5,1,1,1,0,0
24,2023-03-08 05:41:35,5,2,1,1,0,0
25,2023-03-08 05:41:50,5,3,1,1,4,0
26,2023-03-08 05:42:45,5,8,1,1,1,0
27,2023-03-08 05:42:57,5,10,1,1,2,0
28,2023-03-08 05:43:08,5,14,1,1,2,0
29,2023-03-08 05:43:18,5,15,1,1,4,0
31,2023-03-09 13:46:28,40,14,1,1,1,0
32,2023-03-09 14:01:04,22,1,3,1,6,0
33,2023-03-09 14:13:52,28,14,2,1,5,0
34,2023-03-09 15:12:56,36,10,1,1,4,0
35,2023-03-09 15:13:04,36,3,1,1,2,0
36,2023-03-09 19:44:31,27,3,2,1,10,0
37,2023-03-10 03:52:54,21,3,1,1,8,0
38,2023-03-10 07:09:55,24,12,1,1,1,0
39,2023-03-10 07:13:14,51,15,2,1,16,0
40,2023-03-10 11:27:26,39,22,2,1,2,0
41,2023-03-10 11:58:03,40,14,1,1,2,0
43,2023-03-10 15:16:25,22,15,2,1,1,0
44,2023-03-10 15:30:54,21,3,1,1,4,0
45,2023-03-10 15:31:48,36,10,1,1,4,0
46,2023-03-10 15:39:58,5,1,1,1,0,0
47,2023-03-10 16:16:35,23,20,3,1,4,0
48,2023-03-10 16:55:10,9,3,2,1,15,30
49,2023-03-10 17:33:01,27,3,2,1,7,0
53,2023-03-10 19:18:40,34,22,3,1,2,0
54,2023-03-11 09:06:26,4,15,2,1,4,0
55,2023-03-11 11:54:07,21,3,1,1,7,0
56,2023-03-11 16:12:12,9,3,2,1,6,30
57,2023-03-11 20:00:47,27,3,2,1,7,0
58,2023-03-12 11:51:23,27,3,2,1,4,30
59,2023-03-12 17:07:10,8,15,1,1,8,0
60,2023-03-12 21:42:27,4,15,2,1,8,0
61,2023-03-13 14:01:25,6,15,3,1,7,0
62,2023-03-13 14:24:15,40,14,1,1,1,0
63,2023-03-14 02:27:42,21,3,1,1,7,0
64,2023-03-14 06:17:13,34,22,3,1,8,0
65,2023-03-14 10:39:43,40,14,1,1,1,0
66,2023-03-14 12:14:57,24,12,1,1,0,10
67,2023-03-14 12:15:11,24,23,1,1,0,10
68,2023-03-14 19:25:43,43,23,2,1,4,0
69,2023-03-15 14:40:29,51,15,1,1,24,0
70,2023-03-15 15:33:08,34,22,1,1,1,0
71,2023-03-15 15:33:34,34,22,3,1,7,0
72,2023-03-15 15:57:58,4,15,2,1,8,0
73,2023-03-15 15:59:34,8,15,2,1,16,0
74,2023-03-15 16:01:29,9,3,2,1,18,0
75,2023-03-15 16:05:05,22,15,2,1,0,30
76,2023-03-15 16:05:35,22,18,3,1,7,0
77,2023-03-15 16:23:03,21,3,1,1,5,0
78,2023-03-15 16:36:19,27,6,2,1,5,0
79,2023-03-15 16:57:55,27,3,2,1,0,30
80,2023-03-15 17:26:10,43,23,2,1,8,30
81,2023-03-15 17:36:45,36,23,2,1,8,0
82,2023-03-15 17:37:05,36,3,1,1,4,0
83,2023-03-16 09:01:25,40,14,1,1,2,0
84,2023-03-16 10:11:04,51,15,2,1,8,0
85,2023-03-16 13:24:30,40,14,1,1,4,0
86,2023-03-16 15:59:01,22,18,3,1,6,0
